;PRAI;Prairie
;PULA;Pulaski
;RAND;Randolph
;SALI;Saline
;SCTT;Scott
;SEAR;Searcy
;SEBA;Sebastian
;SEVI;Sevier
;SFRA;Saint Francis
;SHAR;Sharp
;STON;Stone
;UNIO;Union
;VANB;Van Buren
;WASH;Washington
;WHIT;White
;WOOD;Woodruff
;YELL;Yell
AZ;;ARIZONA
;APAC;Apache
;COCH;Cochise
;COCO;Coconino
;GILA;Gila
;GRAH;Graham
;GREE;Greenlee
;LAPA;La Paz
;MARI;Maricopa
;MOHA;Mohave
;NAVA;Navajo
;PIMA;Pima
;PNAL;Pinal
;SCRU;Santa Cruz
;YAVA;Yavapai
;YUMA;Yuma
CA;;CALIFORNIA
;ALAM;Alameda
;ALPI;Alpine
;AMAD;Amador
;BUTT;Butte
;CALA;Calaveras
;COLU;Colusa
;CONT;Contra Costa
;DELN;Del Norte
;ELDO;El Dorado
;FRES;Fresno
;GLEN;Glenn
;HUMB;Humboldt
;IMPE;Imperial
;INYO;Inyo
;KERN;Kern
;KING;Kings
;LAKE;Lake
;LASS;Lassen
;LOSA;Los Angeles
;MADE;Madera
;MARN;Marin
;MARP;Mariposa
;MDOC;Modoc
;MEND;Mendocino
;MERC;Merced
;MONO;Mono
;MONT;Monterey
;NAPA;Napa
;NEVA;Nevada
;ORNG;Orange
;PLAC;Placer
;PLUM;Plumas
;RIVE;Riverside
;SACR;Sacramento
;SBAR;Santa Barbara
;SBER;San Bernardino
;SBNT;San Benito
;SCLR;Santa Clara
;SCRU;Santa Cruz
;SDGO;San Diego
;SFRA;San Francisco
;SHAS;Shasta
;SIER;Sierra
;SISK;Siskiyou
;SJOA;San Joaquin
;SLOB;San Luis Obispo
;SMAT;San Mateo
;SOLA;Solano
;SONO;Sonoma
;STAN;Stanislaus
;SUTT;Sutter
;TEHA;Tehama
;TRIN;Trinity
;TULA;Tulare
;TUOL;Tuolumne
;VENT;Ventura
;YOLO;Yolo
;YUBA;Yuba
CO;;COLORADO
;ADMS;Adams
;ALAM;Alamosa
;ARAP;Arapahoe
;ARCH;Archuleta
;BACA;Baca
;BENT;Bent
;BOUL;Boulder
;BROO;Broomfield
;CHAF;Chaffee
;CHEY;Cheyenne
;CLEA;Clear Creek
;CONE;Conejos
;COST;Costilla
;CROW;Crowley
;CUST;Custer
;DELT;Delta
;DENV;Denver
;DGLS;Douglas
;DOLO;Dolores
;EAGL;Eagle
;ELBE;Elbert
;ELPA;El Paso
;FREM;Fremont
;GARF;Garfield
;GILP;Gilpin
;GRAN;Grand
;GUNN;Gunnison
;HINS;Hinsdale
;HUER;Huerfano
;JEFF;Jefferson
;JKSN;Jackson
;KIOW;Kiowa
;KITC;Kit Carson
;LAKE;Lake
;LAPL;La Plata
;LARI;Larimer
;LASA;Las Animas
;LINC;Lincoln
;LOGA;Logan
;MESA;Mesa
;MINE;Mineral
;MOFF;Moffat
;MONT;Montrose
;MORG;Morgan
;MZUM;Montezuma
;OTER;Otero
;OURA;Ouray
;PARK;Park
;PHIL;Phillips
;PITK;Pitkin
;PROW;Prowers
;PUEB;Pueblo
;RBLA;Rio Blanco
;RGRA;Rio Grande
;ROUT;Routt
;SAGU;Saguache
;SEDG;Sedgwick
;SJUA;San Juan
;SMIG;San Miguel
;SUMM;Summit
;TELL;Teller
;WASH;Washington
;WELD;Weld
;YUMA;Yuma
CT;;CONNECTICUT
;FAIR;Fairfield
;HART;Hartford
;LITC;Litchfield
;MIDD;Middlesex
;NHAV;New Haven
;NLON;New London
;TOLL;Tolland
;WIND;Windham
DE;;DELAWARE
;KENT;Kent
;NEWC;New Castle
;SUSS;Sussex
FL;;FLORIDA
;ALAC;Alachua
;BAKE;Baker
;BAY;Bay
;BRAD;Bradford
;BREV;Brevard
;BROW;Broward
;CHLT;Charlotte
;CHOU;Calhoun
;CITR;Citrus
;CLAY;Clay
;COLL;Collier
;COLU;Columbia
;DESO;De Soto
;DIXI;Dixie
;DUVA;Duval
;ESCA;Escambia
;FLAG;Flagler
;FRNK;Franklin
;GADS;Gadsden
;GILC;Gilchrist
;GLAD;Glades
;GULF;Gulf
;HAMI;Hamilton
;HARD;Hardee
;HEND;Hendry
;HERN;Hernando
;HIGH;Highlands
;HILL;Hillsborough
;HOLM;Holmes
;INDI;Indian River
;JEFF;Jefferson
;JKSN;Jackson
;LAFA;Lafayette
;LAKE;Lake
;LEE;Lee
;LEON;Leon
;LEVY;Levy
;LIBE;Liberty
;MANA;Manatee
;MARI;Marion
;MART;Martin
;MDSN;Madison
;MIAM;Miami Dade
;MNRO;Monroe
;NASS;Nassau
;OKAL;Okaloosa
;OKEE;Okeechobee
;ORNG;Orange
;OSCE;Osceola
;PALM;Palm Beach
;PASC;Pasco
;PINE;Pinellas
;POLK;Polk
;PUTN;Putnam
;SARA;Sarasota
;SEMI;Seminole
;SJON;Saint Johns
;SLUC;Saint Lucie
;SROS;Santa Rosa
;SUMT;Sumter
;SUWA;Suwannee
;TAYL;Taylor
;UNIO;Union
;VOLU;Volusia
;WAKU;Wakulla
;WALT;Walton
;WASH;Washington
GA;;GEORGIA
;APPL;Appling
;ATKI;Atkinson
;BACO;Bacon
;BAKE;Baker
;BALD;Baldwin
;BANK;Banks
;BARR;Barrow
;BENH;Ben Hill
;BERR;Berrien
;BIBB;Bibb
;BLEC;Bleckley
;BRAN;Brantley
;BROO;Brooks
;BRTO;Bartow
;BRYA;Bryan
;BULL;Bulloch
;BURK;Burke
;BUTT;Butts
;CAND;Candler
;CATO;Catoosa
;CHAM;Chatham
;CHAR;Charlton
;CHOO;Chattahoochee
;CHOU;Calhoun
;CKEE;Cherokee
;CLAY;Clay
;CLIN;Clinch
;CLRK;Clarke
;CLYT;Clayton
;CMDN;Camden
;COBB;Cobb
;COFF;Coffee
;COLQ;Colquitt
;COLU;Columbia
;COOK;Cook
;COWE;Coweta
;CRAW;Crawford
;CRIS;Crisp
;CROL;Carroll
;CTOG;Chattooga
;DADE;Dade
;DAWS;Dawson
;DECA;Decatur
;DGLS;Douglas
;DGTY;Dougherty
;DKLB;De Kalb
;DODG;Dodge
;DOOL;Dooly
;EARL;Early
;ECHO;Echols
;EFFI;Effingham
;ELBE;Elbert
;EMAN;Emanuel
;EVAN;Evans
;FANN;Fannin
;FAYE;Fayette
;FLOY;Floyd
;FORS;Forsyth
;FRNK;Franklin
;FULT;Fulton
;GILM;Gilmer
;GLAS;Glascock
;GLYN;Glynn
;GORD;Gordon
;GRDY;Grady
;GREE;Greene
;GWIN;Gwinnett
;HABE;Habersham
;HALL;Hall
;HANC;Hancock
;HART;Hart
;HEAR;Heard
;HNRY;Henry
;HOUS;Houston
;HRAL;Haralson
;HRRS;Harris
;IRWI;Irwin
;JASP;Jasper
;JDAV;Jeff Davis
;JEFF;Jefferson
;JENK;Jenkins
;JKSN;Jackson
;JOHN;Johnson
;JONE;Jones
;LAMA;Lamar
;LANI;Lanier
;LAUR;Laurens
;LEE;Lee
;LIBE;Liberty
;LINC;Lincoln
;LONG;Long
;LOWN;Lowndes
;LUMP;Lumpkin
;MACO;Macon
;MARI;Marion
;MCIN;McIntosh
;MDSN;Madison
;MDUF;McDuffie
;MERI;Meriwether
;MGMY;Montgomery
;MILL;Miller
;MITC;Mitchell
;MNRO;Monroe
;MORG;Morgan
;MURR;Murray
;MUSC;Muscogee
;NEWT;Newton
;OCON;Oconee
;OGLE;Oglethorpe
;PAUL;Paulding
;PEAC;Peach
;PICK;Pickens
;PIER;Pierce
;PIKE;Pike
;POLK;Polk
;PULA;Pulaski
;PUTN;Putnam
;QUIT;Quitman
;RABU;Rabun
;RAND;Randolph
;RICH;Richmond
;ROCK;Rockdale
;SCHL;Schley
;SCRE;Screven
;SEMI;Seminole
;SPAL;Spalding
;STEW;Stewart
;STPH;Stephens
;SUMT;Sumter
;TALB;Talbot
;TALI;Taliaferro
;TATT;Tattnall
;TAYL;Taylor
;TELF;Telfair
;THOM;Thomas
;TIFT;Tift
;TOOM;Toombs
;TOWN;Towns
;TREU;Treutlen
;TROU;Troup
;TRRL;Terrell
;TURN;Turner
;TWIG;Twiggs
;UNIO;Union
;UPSO;Upson
;WALT;Walton
;WARE;Ware
;WASH;Washington
;WAYN;Wayne
;WEBS;Webster
;WHEE;Wheeler
;WHFD;Whitfield
;WHIT;White
;WILK;Wilkes
;WKSN;Wilkinson
;WLCX;Wilcox
;WLKR;Walker
;WORT;Worth
;WRRN;Warren
HI;;HAWAII
;HAWA;HAWAII
;HONO;Honolulu
;KALA;Kalawao
;KAUA;Kauai
;MAUI;Maui
IA;;IOWA
;ADAI;Adair
;ADMS;Adams
;ALLA;Allamakee
;APPA;Appanoose
;AUDU;Audubon
;BLAC;Black Hawk
;BNTN;Benton
;BOON;Boone
;BREM;Bremer
;BUCH;Buchanan
;BUEN;Buena Vista
;BUTL;Butler
;CASS;Cass
;CEDA;Cedar
;CERR;Cerro Gordo
;CHIC;Chickasaw
;CHOU;Calhoun
;CKEE;Cherokee
;CLAY;Clay
;CLIN;Clinton
;CLRK;Clarke
;CLYT;Clayton
;CRAW;Crawford
;CROL;Carroll
;DAVI;Davis
;DECA;Decatur
;DELA;Delaware
;DESM;Des Moines
;DICK;Dickinson
;DLLS;Dallas
;DUBU;Dubuque
;EMME;Emmet
;FAYE;Fayette
;FLOY;Floyd
;FREM;Fremont
;FRNK;Franklin
;GREE;Greene
;GRUN;Grundy
;GUTH;Guthrie
;HAMI;Hamilton
;HANC;Hancock
;HNRY;Henry
;HOWA;Howard
;HRDI;Hardin
;HRSN;Harrison
;HUMB;Humboldt
;IDA;Ida
;IOWA;Iowa
;JASP;Jasper
;JEFF;Jefferson
;JKSN;Jackson
;JOHN;Johnson
;JONE;Jones
;KEOK;Keokuk
;KOSS;Kossuth
;LEE;Lee
;LINN;Linn
;LOUI;Louisa
;LUCA;Lucas
;LYON;Lyon
;MAHA;Mahaska
;MARI;Marion
;MDSN;Madison
;MGMY;Montgomery
;MILL;Mills
;MITC;Mitchell
;MNRO;Monroe
;MONO;Monona
;MRSH;Marshall
;MUSC;Muscatine
;OBRI;O'Brien
;OSCE;Osceola
;PAGE;Page
;PALO;Palo Alto
;PLYM;Plymouth
;POCA;Pocahontas
;POLK;Polk
;POTT;Pottawattamie
;POWE;Poweshiek
;RING;Ringgold
;SAC;Sac
;SCTT;Scott
;SHEL;Shelby
;SIOU;Sioux
;STOR;Story
;TAMA;Tama
;TAYL;Taylor
;UNIO;Union
;VANB;Van Buren
;WAPE;Wapello
;WASH;Washington
;WAYN;Wayne
;WBGO;Winnebago
;WEBS;Webster
;WNSH;Winneshiek
;WOOD;Woodbury
;WORT;Worth
;WRIG;Wright
;WRRN;Warren
ID;;IDAHO
;ADA;Ada
;ADMS;Adams
;BANN;Bannock
;BEAR;Bear Lake
;BENE;Benewah
;BING;Bingham
;BLAI;Blaine
;BNNR;Bonner
;BOIS;Boise
;BOUN;Boundary
;BUTT;Butte
;BVIL;Bonneville
;CAMA;Camas
;CANY;Canyon
;CARI;Caribou
;CASS;Cassia
;CLEA;Clearwater
;CLRK;Clark
;CUST;Custer
;ELMO;Elmore
;FREM;Fremont
;FRNK;Franklin
;GEM;Gem
;GOOD;Gooding
;IDAH;Idaho
;JEFF;Jefferson
;JERO;Jerome
;KOOT;Kootenai
;LATA;Latah
;LEMH;Lemhi
;LEWI;Lewis
;LINC;Lincoln
;MDSN;Madison
;MINI;Minidoka
;NEZP;Nez Perce
;ONEI;Oneida
;OWYH;Owyhee
;PAYE;Payette
;POWE;Power
;SHOS;Shoshone
;TETO;Teton
;TWIN;TwFalls
;VLLY;Valley
;WASH;Washington
IL;;ILLINOIS
;ADMS;Adams
;ALEX;Alexander
;BOND;Bond
;BOON;Boone
;BRWN;Brown
;BURE;Bureau
;CASS;Cass
;CHAM;Champaign
;CHOU;Calhoun
;CHRI;Christian
;CLAY;Clay
;CLIN;Clinton
;CLRK;Clark
;COLE;Coles
;COOK;Cook
;CRAW;Crawford
;CROL;Carroll
;CUMB;Cumberland
;DEWI;De Witt
;DGLS;Douglas
;DKLB;De Kalb
;DUPA;Du Page
;EDGA;Edgar
;EDWA;Edwards
;EFFI;Effingham
;FAYE;Fayette
;FORD;Ford
;FRNK;Franklin
;FULT;Fulton
;GALL;Gallatin
;GREE;Greene
;GRUN;Grundy
;HAMI;Hamilton
;HANC;Hancock
;HEND;Henderson
;HNRY;Henry
;HRDI;Hardin
;IROQ;Iroquois
;JASP;Jasper
;JEFF;Jefferson
;JERS;Jersey
;JKSN;Jackson
;JODA;Jo Daviess
;JOHN;Johnson
;KANE;Kane
;KANK;Kankakee
;KEND;Kendall
;KNOX;Knox
;LAKE;Lake
;LASA;La Salle
;LAWR;Lawrence
;LEE;Lee
;LIVI;Livingston
;LOGA;Logan
;MACO;Macon
;MARI;Marion
;MASO;Mason
;MASS;Massac
;MCDO;McDonough
;MCUP;Macoupin
;MDSN;Madison
;MENA;Menard
;MERC;Mercer
;MGMY;Montgomery
;MHEN;McHenry
;MLEA;McLean
;MNRO;Monroe
;MORG;Morgan
;MOUL;Moultrie
;MRSH;Marshall
;OGLE;Ogle
;PEOR;Peoria
;PERR;Perry
;PIAT;Piatt
;PIKE;Pike
;POPE;Pope
;PULA;Pulaski
;PUTN;Putnam
;RAND;Randolph
;RICH;Richland
;ROCK;Rock Island
;SALI;Saline
;SANG;Sangamon
;SCLR;Saint Clair
;SCTT;Scott
;SHEL;Shelby
;SHUY;Schuyler
;STAR;Stark
;STPH;Stephenson
;TAZE;Tazewell
;UNIO;Union
;VRML;Vermilion
;WABA;Wabash
;WASH;Washington
;WAYN;Wayne
;WBGO;Winnebago
;WHIT;White
;WILL;Will
;WMSN;Williamson
;WOOD;Woodford
;WRRN;Warren
;WSID;Whiteside
IN;;INDIANA
;ADMS;Adams
;ALLE;Allen
;BART;Bartholomew
;BLAC;Blackford
;BNTN;Benton
;BOON;Boone
;BRWN;Brown
;CASS;Cass
;CLAY;Clay
;CLIN;Clinton
;CLRK;Clark
;CRAW;Crawford
;CROL;Carroll
;DAVI;Daviess
;DEAR;Dearborn
;DECA;Decatur
;DELA;Delaware
;DKLB;De Kalb
;DUBO;Dubois
;ELKH;Elkhart
;FAYE;Fayette
;FLOY;Floyd
;FOUN;Fountain
;FRNK;Franklin
;FULT;Fulton
;GIBS;Gibson
;GRAN;Grant
;GREE;Greene
;HAMI;Hamilton
;HANC;Hancock
;HEND;Hendricks
;HNRY;Henry
;HOWA;Howard
;HRSN;Harrison
;HUNT;Huntington
;JASP;Jasper
;JAY;Jay
;JEFF;Jefferson
;JENN;Jennings
;JKSN;Jackson
;JOHN;Johnson
;KNOX;Knox
;KOSC;Kosciusko
;LAGR;Lagrange
;LAKE;Lake
;LAPO;La Porte
;LAWR;Lawrence
;MARI;Marion
;MART;Martin
;MDSN;Madison
;MGMY;Montgomery
;MIAM;Miami
;MNRO;Monroe
;MORG;Morgan
;MRSH;Marshall
;NEWT;Newton
;NOBL;Noble
;OHIO;Ohio
;ORNG;Orange
;OWEN;Owen
;PARK;Parke
;PERR;Perry
;PIKE;Pike
;PORT;Porter
;POSE;Posey
;PULA;Pulaski
;PUTN;Putnam
;RAND;Randolph
;RIPL;Ripley
;RUSH;Rush
;SCTT;Scott
;SHEL;Shelby
;SJOS;Saint Joseph
;SPEN;Spencer
;STAR;Starke
;STEU;Steuben
;SULL;Sullivan
;SWIT;Switzerland
;TIPP;Tippecanoe
;TIPT;Tipton
;UNIO;Union
;VAND;Vanderburgh
;VIGO;Vigo
;VRML;Vermillion
;WABA;Wabash
;WASH;Washington
;WAYN;Wayne
;WHIT;White
;WLLS;Wells
;WRCK;Warrick
;WRRN;Warren
;WTLY;Whitley
KS;;KANSAS
;ALLE;Allen
;ANDE;Anderson
;ATCH;Atchison
;BARB;Barber
;BOUR;Bourbon
;BRTO;Barton
;BRWN;Brown
;BUTL;Butler
;CHAS;Chase
;CHEY;Cheyenne
;CHTQ;Chautauqua
;CKEE;Cherokee
;CLAY;Clay
;CLOU;Cloud
;CLRK;Clark
;CMCH;Comanche
;COFF;Coffey
;COWL;Cowley
;CRAW;Crawford
;DECA;Decatur
;DGLS;Douglas
;DICK;Dickinson
;DONI;Doniphan
;EDWA;Edwards
;ELIS;Ellis
;ELK;Elk
;ELSW;Ellsworth
;FINN;Finney
;FORD;Ford
;FRNK;Franklin
;GEAR;Geary
;GOVE;Gove
;GRAH;Graham
;GRAN;Grant
;GRAY;Gray
;GREE;Greeley
;GRWD;Greenwood
;HAMI;Hamilton
;HARP;Harper
;HARV;Harvey
;HASK;Haskell
;HODG;Hodgeman
;JEFF;Jefferson
;JEWE;Jewell
;JKSN;Jackson
;JOHN;Johnson
;KEAR;Kearny
;KING;Kingman
;KIOW;Kiowa
;LABE;Labette
;LANE;Lane
;LEAV;Leavenworth
;LINC;Lincoln
;LINN;Linn
;LOGA;Logan
;LYON;Lyon
;MARI;Marion
;MCPH;McPherson
;MEAD;Meade
;MGMY;Montgomery
;MIAM;Miami
;MITC;Mitchell
;MORR;Morris
;MORT;Morton
;MRSH;Marshall
;NEMA;Nemaha
;NEOS;Neosho
;NESS;Ness
;NRTN;Norton
;OSAG;Osage
;OSBO;Osborne
;OTTA;Ottawa
;PAWN;Pawnee
;PHIL;Phillips
;POTT;Pottawatomie
;PRAT;Pratt
;RAWL;Rawlins
;RENO;Reno
;REPU;Republic
;RICE;Rice
;RILE;Riley
;ROOK;Rooks
;RSSL;Russell
;RUSH;Rush
;SALI;Saline
;SCTT;Scott
;SEDG;Sedgwick
;SEWA;Seward
;SHAW;Shawnee
;SHRD;Sheridan
;SHRM;Sherman
;SMIT;Smith
;STAF;Stafford
;STAN;Stanton
;STEV;Stevens
;SUMN;Sumner
;THOM;Thomas
;TREG;Trego
;WABA;Wabaunsee
;WALL;Wallace
;WASH;Washington
;WICH;Wichita
;WILS;Wilson
;WOOD;Woodson
;WYAN;Wyandotte
KY;;KENTUCKY
;ADAI;Adair
;ALLE;Allen
;ANDE;Anderson
;BARR;Barren
;BATH;Bath
;BELL;Bell
;BLRD;Ballard
;BOON;Boone
;BOUR;Bourbon
;BOYD;Boyd
;BRAC;Bracken
;BREA;Breathitt
;BREC;Breckinridge
;BULL;Bullitt
;BUTL;Butler
;BYLE;Boyle
;CALO;Calloway
;CAMP;Campbell
;CARL;Carlisle
;CART;Carter
;CASE;Casey
;CHRI;Christian
;CLAY;Clay
;CLDW;Caldwell
;CLIN;Clinton
;CLRK;Clark
;CRIT;Crittenden
;CROL;Carroll
;CUMB;Cumberland
;DAVI;Daviess
;EDMO;Edmonson
;ELLI;Elliott
;ESTI;Estill
;FAYE;Fayette
;FLEM;Fleming
;FLOY;Floyd
;FRNK;Franklin
;FULT;Fulton
;GARR;Garrard
;GLTN;Gallatin
;GNUP;Greenup
;GRAN;Grant
;GRAV;Graves
;GRAY;Grayson
;GREE;Green
;HANC;Hancock
;HART;Hart
;HEND;Henderson
;HICK;Hickman
;HNRY;Henry
;HOPK;Hopkins
;HRDI;Hardin
;HRLN;Harlan
;HRSN;Harrison
;JEFF;Jefferson
;JESS;Jessamine
;JKSN;Jackson
;JOHN;Johnson
;KENT;Kenton
;KNOT;Knott
;KNOX;Knox
;LARU;Larue
;LAWR;Lawrence
;LEE;Lee
;LESL;Leslie
;LETC;Letcher
;LEWI;Lewis
;LINC;Lincoln
;LIVI;Livingston
;LOGA;Logan
;LREL;Laurel
;LYON;Lyon
;MAGO;Magoffin
;MARI;Marion
;MART;Martin
;MASO;Mason
;MCRE;McCreary
;MCRK;McCracken
;MDSN;Madison
;MEAD;Meade
;MENI;Menifee
;MERC;Mercer
;METC;Metcalfe
;MGMY;Montgomery
;MLEA;McLean
;MNRO;Monroe
;MORG;Morgan
;MRSH;Marshall
;MUHL;Muhlenberg
;NELS;Nelson
;NICH;Nicholas
;OHIO;Ohio
;OLDH;Oldham
;OWEN;Owen
;OWSL;Owsley
;PEND;Pendleton
;PERR;Perry
;PIKE;Pike
;POWE;Powell
;PULA;Pulaski
;ROBE;Robertson
;ROCK;Rockcastle
;ROWA;Rowan
;RSSL;Russell
;SCTT;Scott
;SHEL;Shelby
;SIMP;Simpson
;SPEN;Spencer
;TAYL;Taylor
;TODD;Todd
;TRGG;Trigg
;TRIM;Trimble
;UNIO;Union
;WASH;Washington
;WAYN;Wayne
;WEBS;Webster
;WHIT;Whitley
;WOLF;Wolfe
;WOOD;Woodford
;WRRN;Warren
LA;;LOUISIANA
;ACAD;Acadia
;ALLE;Allen
;ASCE;Ascension
;ASSU;Assumption
;AVOY;Avoyelles
;BEAU;Beauregard
;BIEN;Bienville
;BOSS;Bossier
;CADD;Caddo
;CALC;Calcasieu
;CAME;Cameron
;CATA;Catahoula
;CLAI;Claiborne
;CLDW;Caldwell
;CONC;Concordia
;DESO;De Soto
;EBAT;East Baton Rouge
;ECAR;East Carroll
;EFEL;East Feliciana
;EVAN;Evangeline
;FRNK;Franklin
;GRAN;Grant
;IBIA;Iberia
;IBVL;Iberville
;JDAV;Jefferson Davis
;JEFF;Jefferson
;JKSN;Jackson
;LAFA;Lafayette
;LAFO;Lafourche
;LASA;La Salle
;LINC;Lincoln
;LIVI;Livingston
;MDSN;Madison
;MORE;Morehouse
;NATC;Natchitoches
;ORLE;Orleans
;OUAC;Ouachita
;PLAQ;Plaquemines
;POIN;Pointe Coupee
;RAPI;Rapides
;REDR;Red River
;RICH;Richland
;SABI;Sabine
;SBER;Saint Bernard
;SCHA;Saint Charles
;SHEL;Saint Helena
;SJAM;Saint James
;SJON;Saint John Baptist
;SLAN;Saint Landry
;SMRT;Saint Martin
;SMRY;Saint Mary
;STAM;Saint Tammany
;TANG;Tangipahoa
;TENS;Tensas
;TERR;Terrebonne
;UNIO;Union
;VERN;Vernon
;VRML;Vermilion
;WASH;Washington
;WBAT;West Baton Rouge
;WCAR;West Carroll
;WEBS;Webster
;WFEL;West Feliciana
;WINN;Winn
MA;;MASSACHUSETTS
;BARN;Barnstable
;BERK;Berkshire
;BRIS;Bristol
;DUKE;Dukes
;ESSE;Essex
;FRNK;Franklin
;HMDN;Hampden
;HMPS;Hampshire
;MIDD;Middlesex
;NANT;Nantucket
;NORF;Norfolk
;PLYM;Plymouth
;SUFF;Suffolk
;WORC;Worcester
MD;;MARYLAND
;ALLE;Allegany
;ANNE;AnArundel
;BALT;Baltimore
;BLTC;Baltimore City
;CALV;Calvert
;CARO;Caroline
;CECI;Cecil
;CHAR;Charles
;CROL;Carroll
;DORC;Dorchester
;FRED;Frederick
;GARR;Garrett
;HARF;Harford
;HOWA;Howard
;KENT;Kent
;MGMY;Montgomery
;PRIN;Prince George's
;QUEE;Queen Anne's
;SMRY;Saint Mary's
;SOME;Somerset
;TALB;Talbot
;WASH;Washington
;WICO;Wicomico
;WORC;Worcester
ME;;MAINE
;ANDR;Androscoggin
;AROO;Aroostook
;CUMB;Cumberland
;FRNK;Franklin
;HANC;Hancock
;KENN;Kennebec
;KNOX;Knox
;LINC;Lincoln
;OXFO;Oxford
;PENO;Penobscot
;PISC;Piscataquis
;SAGA;Sagadahoc
;SOME;Somerset
;WALD;Waldo
;WASH;Washington
;YORK;York
MI;;MICHIGAN
;ALCO;Alcona
;ALGR;Alger
;ALLG;Allegan
;ALPE;Alpena
;ANTR;Antrim
;AREN;Arenac
;BARA;Baraga
;BAY;Bay
;BENZ;Benzie
;BERR;Berrien
;BRAN;Branch
;BRRY;Barry
;CASS;Cass
;CHEB;Cheboygan
;CHIP;Chippewa
;CHLV;Charlevoix
;CHOU;Calhoun
;CLAR;Clare
;CLIN;Clinton
;CRAW;Crawford
;DELT;Delta
;DICK;Dickinson
;EATO;Eaton
;EMME;Emmet
;GENE;Genesee
;GLAD;Gladwin
;GOGE;Gogebic
;GRAT;Gratiot
;GRTR;Grand Traverse
;HILL;Hillsdale
;HOUG;Houghton
;HURO;Huron
;INGH;Ingham
;IONI;Ionia
;IOSC;Iosco
;IRON;Iron
;ISAB;Isabella
;JKSN;Jackson
;KALA;Kalamazoo
;KALK;Kalkaska
;KENT;Kent
;KEWE;Keweenaw
;LAKE;Lake
;LAPE;Lapeer
;LEEL;Leelanau
;LENA;Lenawee
;LIVI;Livingston
;LUCE;Luce
;MACK;Mackinac
;MANI;Manistee
;MARQ;Marquette
;MASO;Mason
;MCMB;Macomb
;MDLD;Midland
;MECO;Mecosta
;MENO;Menominee
;MISS;Missaukee
;MNRO;Monroe
;MONT;Montmorency
;MTCM;Montcalm
;MUSK;Muskegon
;NEWA;Newaygo
;OAKL;Oakland
;OCEA;Oceana
;OGEM;Ogemaw
;ONTO;Ontonagon
;OSCE;Osceola
;OSCO;Oscoda
;OTSE;Otsego
;OTTA;Ottawa
;PRES;Presque Isle
;ROSC;Roscommon
;SAGI;Saginaw
;SANI;Sanilac
;SCHO;Schoolcraft
;SCLR;Saint Clair
;SHIA;Shiawassee
;SJOS;Saint Joseph
;TUSC;Tuscola
;VANB;Van Buren
;WASH;Washtenaw
